,Text,Datetime,Location,Hashtags
1681,launched report based research 18 resourcerich countries identifies systemic corruption risks mining licencing permitting processes help prevent corruption infiltrating licencing processes,17:12:06 08:08:18,South Africa,['corruption']
1682,nationsvoice releasing research outcome opinion sample south africas population questioned statecapture corruption,17:12:06 07:57:25,"Johannesburg, Harare","['NationsVoice', 'StateCapture', 'Corruption']"
1683,good questions view person wealth based giving wmc access political influence already prima facie evidence selling proves agenda selfless agenda enrichment subtle far worse form corruption,17:12:06 06:49:36,South Africa,['Corruption']
1684,gonna lot believe people zuma corruption gupta statecapture proveit,17:12:06 06:22:24,South Africa,"['zuma', 'CORRUPTION', 'Gupta', 'StateCapture', 'proveit']"
1685,legend corruption legend zuma legend hanekom,17:12:06 06:09:29,Cape Town,"['corruption', 'Zuma', 'ANC']"
1686,thiefinchief zuma corruption statecapture leadership 7,17:12:06 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1687,much corruption anything possible shem roll 2019,17:12:06 04:44:20,"Cape Town, South Africa","['CORRUPTION', 'ANC']"
1688,freefall tipping point turning point politics corruption 6,17:12:06 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1689,jacob zuma years fall grace south africa parliament financial times south africa love south africa love south africa jacobzuma corruption poverty unemployment charges sanctions internationalsanctions,17:12:06 04:00:33,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
1690,well snippet info explains everything dudu myeni zuma son together son thalente myeni saa eskom guptas corruption,17:12:06 03:47:19,"Johannesburg, South Africa","['SAA', 'Eskom', 'Guptas', 'Corruption']"
1691,freefall tipping point turning point politics corruption 4,17:12:06 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1692,thiefinchief zuma corruption statecapture leadership 2,17:12:06 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1693,freefall tipping point turning point politics corruption 1,17:12:05 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1694,thiefinchief zuma corruption statecapture leadership 0,17:12:05 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1695,zuma would require end corruption development businessfriendly environment competence efficiency main drivers,17:12:05 21:34:12,"Cape Town, South Africa","['Zuma', 'corruption']"
1696,thiefinchief zuma corruption statecapture leadership 22,17:12:05 20:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1697,wasting water corruption,17:12:05 18:41:25,"Johannesburg, South Africa",['corruption']
1698,thiefinchief zuma corruption statecapture leadership 20,17:12:05 18:40:12,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1699,funny health ministry gets budget cuts funding stops grants kept minimum mps r1million salaries keep going year lifeesidomeni sassa corruption gravytrain statecapture,17:12:05 18:07:45,South Africa,"['LifeEsidomeni', 'SASSA', 'Corruption', 'GravyTrain', 'StateCapture']"
1700,thiefinchief zuma corruption statecapture leadership 19,17:12:05 17:05:19,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1701,brianmolefe man many accomplishments eskominquiry eskom corruption countryduty,17:12:05 16:51:50,"Johannesburg, South Africa","['BrianMolefe', 'EskomInquiry', 'Eskom', 'Corruption', 'CountryDuty']"
1702,naspers multichoice face us class action sabcann7 dealings fintech corruption statecapture,17:12:05 16:10:30,"Johannesburg,South Africa","['Fintech', 'Corruption', 'StateCapture']"
1703,lol says something automatically know bullshit almost like reading tweets wmc crew andileisachop gupta fakenews statecapture corruption,17:12:05 15:35:52,South Africa,"['WMC', 'Andileisachop', 'Gupta', 'FakeNews', 'StateCapture', 'corruption']"
1704,thiefinchief zuma corruption statecapture leadership 17,17:12:05 15:35:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1705,excuses hide corruption looting statecapture ancmustfall zumasmustfall,17:12:05 14:33:09,South Africa,"['ANC', 'Excuses', 'Corruption', 'looting', 'StateCapture', 'ANCmustFALL', 'ZumasMustFall']"
1706,three top officials might facing axe following allegations misconduct tender irregularities possible corruption ongazimakazi corruption,17:12:05 14:29:24,South Africa,"['OngaziMakazi', 'Corruption']"
1707,poor education obviously wants sans corruption looting,17:12:05 14:12:15,South Africa,"['Poor', 'Education', 'ANC', 'Corruption', 'Looting']"
1708,cant ceos soes learn one charge organization money till spend appointments made manage grow entities based negotiated monthly remuneration corruption entitlement appear national disease,17:12:05 14:06:00,"NelsonMandelaBay, South Africa","['Corruption', 'entitlement']"
1709,true tell racist white media south africa well often accuse black leaders corruption presume guilty unless proven innocent many examples racist biased conduct media political parties like da,17:12:05 14:01:32,South Africa,"['Racist', 'White', 'Black', 'Corruption', 'Racist', 'Biased', 'DA']"
1710,horror daily existence one story head shoulders graft corruption etc result folks crythebelovedchildrensa,17:12:05 12:35:22,Johannesburg,"['graft', 'corruption', 'CrythebelovedchildrenSA']"
1711,thiefinchief zuma corruption statecapture leadership 14,17:12:05 12:25:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1712,novoteramaphosa wish ramaphosa hear people instead spending time mistresses spend time u leave corruption ramaphosa u unacceptable dirt need clean wmc team,17:12:05 12:20:37,South Africa,"['NoVOteRamaphosa', 'Ramaphosa', 'corruption', 'Ramaphosa', 'WMC']"
1713,many different investigations meant toare taking place corruption mind boggling hope somebody somewhere keeping register rouges gone power charged one cant wait,17:12:05 11:14:38,"Cape Town, South Africa",['CORRUPTION']
1714,thiefinchief zuma corruption statecapture leadership 12,17:12:05 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1715,7 areas statecapture gt curiosity p 47 latest issue witsresearch mag features research researchers interrogate capital monopolycapital corruption head toward ancconference 2017,17:12:05 10:02:06,Johannesburg,"['statecapture', 'Curiosity', 'WitsResearch', 'capital', 'monopolycapital', 'corruption', 'ANCconference']"
1716,brabdsa waste money incoherent stakeholder engagement strategy reputation deficit governance leadership corruption foreignpolicy za official,17:12:05 09:35:15,South Africa,"['BrabdSA', 'SouthAfrica', 'reputation', 'governance', 'leadership', 'corruption', 'foreignpolicy']"
1717,freefall tipping point turning point politics corruption 11,17:12:05 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1718,likes lied many illiterate poor voters 2014 zuma must vote potatoe bag rotten results corruption statecapture,17:12:05 09:25:58,Pretoria,"['CORRUPTION', 'StateCapture']"
1719,thiefinchief zuma corruption statecapture leadership 10,17:12:05 08:10:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1720,management fraud corruption risks africa,17:12:05 07:53:17,"Johannesburg, South Africa","['Fraud', 'Corruption']"
1721,thiefinchief zuma corruption statecapture leadership 7,17:12:05 05:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1722,want true liberation learn stevebiko struggle corruption entitlement hinders transformation remember stealing transformation abused affirmative action neither wake comrade realities,17:12:05 04:15:45,South Africa,"['SteveBiko', 'corruption', 'transformation', 'SouthAfrica']"
1723,freefall tipping point turning point politics corruption 6,17:12:05 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1724,freefall tipping point turning point politics corruption 4,17:12:05 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1725,thiefinchief zuma corruption statecapture leadership 2,17:12:05 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1726,freefall tipping point turning point politics corruption 1,17:12:04 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1727,thiefinchief zuma corruption statecapture leadership 0,17:12:04 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1728,mandelafuneral heavens sake probes senior politician govt soe official prosecuted corruption looting wanton waste publicmoney,17:12:04 21:46:15,"Cape Town, South Africa","['MandelaFuneral', 'SOE', 'corruption', 'PublicMoney']"
1729,thiefinchief zuma corruption statecapture leadership 22,17:12:04 20:40:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1730,dd uncovers truth kudos zuzile side note good see solid work coming office publicprotector corruption dailydispatch blackexcellence,17:12:04 19:04:07,South Africa,"['PublicProtector', 'CORRUPTION', 'DailyDispatch', 'BlackExcellence']"
1731,thiefinchief zuma corruption statecapture leadership 20,17:12:04 18:40:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1732,anthony understand see many luxurious top range range rover v8 driving around midrand madibafuneral corruption,17:12:04 17:26:02,South Africa,"['MadibaFuneral', 'CORRUPTION']"
1733,thiefinchief zuma corruption statecapture leadership 19,17:12:04 17:05:16,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1734,corruption sad unexpected profoundly sad fruits nepotism,17:12:04 16:51:43,"Johannesburg, RSA","['Corruption', 'nepotism']"
1735,south africa bank governor lesetja kganyago says technology help fight corruption pod cast,17:12:04 16:00:40,South Africa,"['corruption', 'pod']"
1736,thiefinchief zuma corruption statecapture leadership 17,17:12:04 15:35:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1737,anything anything board government corruption mandelafuneral,17:12:04 14:50:37,South Africa,"['CORRUPTION', 'MandelaFuneral']"
1738,thiefinchief zuma corruption statecapture leadership 14,17:12:04 12:25:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1739,ramaphosa part corrupt team guided aided whitemonopolycapital standing deputypresident country serves facilitate corruption,17:12:04 12:04:14,South Africa,"['Ramaphosa', 'corrupt', 'whitemonopolycapital', 'DeputyPresident', 'corruption']"
1740,ordinary citizens think corruption statecapture country done research heres preview insights released wednesday,17:12:04 12:00:34,"Johannesburg, South Africa","['SouthAfrica', 'CORRUPTION', 'StateCapture', 'research', 'Insights']"
1741,mondaymotivation speak corruption rt raise voice,17:12:04 11:59:27,South Africa,"['MondayMotivation', 'corruption']"
1742,curiosity issue 3 capital owns gt issue 3 research mag focuses capital context political economy monopolycapital corruption ownership statecapture,17:12:04 11:35:42,Johannesburg,"['Curiosity', 'monopolycapital', 'corruption', 'statecapture']"
1743,thiefinchief zuma corruption statecapture leadership 12,17:12:04 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1744,proposed tax increase could spell big trouble south africa corruption tax inequality unemployment taxrise rampant governmentexpenditure zuma jacobzuma economy expense lifestyle poverty,17:12:04 10:30:35,South Africa,"['southafrica', 'corruption', 'tax', 'inequality', 'unemployment', 'taxrise', 'rampant', 'governmentexpenditure', 'ANC', 'zuma', 'jacobzuma', 'economy', 'expense', 'lifestyle', 'poverty']"
1745,supplier saps supply chain management team 2011 old trafford jaunt daily maverick corruption saps scopa,17:12:04 10:12:26,"Cape Town, South Africa","['corruption', 'SAPS', 'Scopa']"
1746,freefall tipping point turning point politics corruption 11,17:12:04 09:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1747,thiefinchief zuma corruption statecapture leadership 10,17:12:04 08:10:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1748,corruption,17:12:04 07:46:51,"Johannesburg, South Africa",['corruption']
1749,poor mandela even funeral insulated looting corruption shameless fellow anccadres amoral organisation thieving ancdeployees every level govt,17:12:04 07:08:54,"Cape Town, South Africa","['Mandela', 'corruption', 'ANCcadres', 'ANCdeployees']"
1750,story appeared first friday research gives insights opinions ordinary citizens around corruption statecapture,17:12:04 06:38:02,"Johannesburg, South Africa","['story', 'research', 'Insights', 'SouthAfrica', 'CORRUPTION', 'StateCapture']"
1751,corruption statecapture research gives voice ordinary southafricans infusionknowledgehub,17:12:04 06:25:28,South Africa,"['Corruption', 'StateCapture', 'Research', 'SouthAfricans', 'InfusionKnowledgeHub']"
1752,medical aid schemes increase inflation attribute statecapture corruption,17:12:04 05:43:33,"MIDRAND,SOUTH AFRICA","['StateCapture', 'corruption']"
1753,thiefinchief zuma corruption statecapture leadership 7,17:12:04 05:35:02,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1754,lest forget corruption doesnt simply involve theft corruption also kills people zapupf zimbabwe mugabe zuptas zuma eskom transnet gupta statecapture,17:12:04 05:34:10,South Africa,"['Corruption', 'ZAPUPF', 'Zimbabwe', 'Mugabe', 'SouthAfrica', 'Zuptas', 'Zuma', 'Eskom', 'Transnet', 'Gupta', 'StateCapture']"
1755,eves political betting pool monday morning trifecta special shaunabrahams corruption jacobzuma npa,17:12:04 05:25:52,South Africa,"['shaunabrahams', 'corruption', 'jacobzuma', 'NPA']"
